INSERT into payments (OrderNumber, paymentType, CID, AmountPaid, Gratuity) VALUES
(1673, cash, 571, 28.75, 0.0),
(1674, credit, 37, 28.50, 0.0),
(1674, debit, 37, 28.50, 0.0),
(1675, debit, 209, 4.25, 0.0),
(1675, cash, 209, 4.25, 0.0),
(1676, debit, 298, 27.5, 0.0),
(1677, credit, 658, 19.0, 0.0),
(1678, debit, 859, 85.0, 0.0),
(1679, debit, 277, 87.0, 0.0),
(1680, cash, 348, 55.5, 0.0),
(1681, cash, 485, 17.67, 3.33),
(1681, debit, 485, 17.67, 3.33),
(1681, debit, 485, 17.67, 3.33),
(1682, cash, 280, 87.0, 0.0),
(1683, credit card, 18, 77.0, 0.0),
(1684, debit, 524, 12.5, 0.0),
(1685, cash, 352, 62.5, 0.0),
(1686, credit, 887, 2.50, 0.0),
(1686, credit, 887, 2.50, 0.0),
(1687, debit, 847, 85.5, 0.0),
(1688, cash, 44, 114.5, 0.0),
(1689, credit card, 813, 105.0, 0.0),
(1690, debit, 215, 92.0, 0.0),
(1691, credit card, 351, 14.5, 0.0),
(1692, debit, 248, 11.70, 2.00),
(1692, cash, 248, 11.70, 2.00),
(1692, credit, 248, 11.70, 2.00),
(1692, debit, 248, 11.70, 2.00),
(1692, debit, 248, 11.70, 2.00),
(1693, cash, 908, 80.0, 0.0),
(1694, debit, 369, 12.5, 0.0),
(1695, debit, 792, 40.50, 0.0),
(1695, debit, 792, 40.50, 0.0),
(1696, cash, 707, 60.0, 0.0),
(1697, debit, 482, 25.0, 0.0),
(1698, cash, 931, 41.0, 0.0),
(1699, cash, 894, 1.90, 2.00),
(1699, credit, 894, 1.90, 2.00),
(1699, cash, 894, 1.90, 2.00),
(1699, debit, 894, 1.90, 2.00),
(1699, cash, 894, 1.90, 2.00),
(1700, credit card, 805, 44.0, 0.0),
(1701, cash, 138, 33.5, 0.0),
(1702, debit, 965, 20.0, 0.0),
(1703, debit, 712, 54.5, 0.0),
(1704, credit, 656, 12.5, 0.0),
(1705, debit, 733, 13.5, 0.0),
(1706, credit card, 548, 117.0, 0.0),
(1707, cash, 931, 7.25, 0.0),
(1707, credit, 931, 7.25, 0.0),
(1708, debit, 756, 87.0, 0.0),
(1709, cash, 67, 99.5, 0.0),
(1710, credit card, 1, 45.5, 0.0),
(1711, debit, 971, 89.0, 0.0),
(1712, cash, 421, 63.5, 0.0),
(1713, debit, 304, 15.50, 2.50),
(1713, debit, 304, 15.50, 2.50),
(1713, cash, 304, 15.50, 2.50),
(1713, debit, 304, 15.50, 2.50),
(1714, credit, 539, 34.75, 0.0),
(1714, cash, 539, 34.75, 0.0),
(1715, credit card, 606, 73.0, 0.0),
(1716, credit, 746, 7.25, 0.0),
(1716, debit, 746, 7.25, 0.0),
(1717, credit card, 378, 14.5, 0.0),
(1718, cash, 815, 14.5, 0.0),
(1719, cash, 309, 96.5, 0.0),
(1720, cash, 922, 28.50, 0.0),
(1720, debit, 922, 28.50, 0.0),
(1721, credit, 806, 21.75, 2.50),
(1721, debit, 806, 21.75, 2.50),
(1721, cash, 806, 21.75, 2.50),
(1721, debit, 806, 21.75, 2.50),
(1722, credit, 347, 33.5, 0.0),
(1723, cash, 539, 30.00, 0.0),
(1723, credit, 539, 30.00, 0.0),
(1724, cash, 376, 24.5, 0.0),
(1725, cash, 143, 96.0, 0.0),
(1726, cash, 756, 69.0, 0.0),
(1727, debit, 958, 78.0, 0.0),
(1728, debit, 451, 57.0, 0.0),
(1729, cash, 492, 11.5, 0.0),
(1730, cash, 580, 80.0, 0.0),
(1731, debit, 322, 105.0, 0.0),
(1732, debit, 589, 4.50, 3.33),
(1732, cash, 589, 4.50, 3.33),
(1732, debit, 589, 4.50, 3.33),
(1733, credit, 629, 76.0, 0.0),
(1734, debit, 525, 13.5, 0.0),
(1735, cash, 704, 70.5, 0.0),
(1736, credit card, 776, 12.5, 0.0),
(1737, debit, 427, 89.5, 0.0),
(1738, credit, 82, 27.5, 0.0),
(1739, credit, 126, 6.25, 0.0),
(1739, cash, 126, 6.25, 0.0),
(1740, debit, 673, 5.25, 0.0),
(1740, debit, 673, 5.25, 0.0),
(1741, cash, 566, 41.00, 0.0),
(1741, cash, 566, 41.00, 0.0),
(1742, credit card, 55, 88.5, 0.0),
(1743, credit, 585, 94.5, 0.0),
(1744, cash, 190, 32.25, 2.50),
(1744, credit, 190, 32.25, 2.50),
(1744, debit, 190, 32.25, 2.50),
(1744, cash, 190, 32.25, 2.50),
(1745, credit card, 225, 29.0, 0.0),
(1746, cash, 210, 85.0, 0.0),
(1747, credit card, 818, 41.5, 0.0),
(1748, credit, 763, 81.0, 0.0),
(1749, credit, 380, 27.00, 2.50),
(1749, credit, 380, 27.00, 2.50),
(1749, cash, 380, 27.00, 2.50),
(1749, cash, 380, 27.00, 2.50),
(1750, cash, 943, 12.50, 0.0),
(1750, cash, 943, 12.50, 0.0),
(1751, credit card, 109, 75.5, 0.0),
(1752, debit, 574, 6.25, 0.0),
(1752, cash, 574, 6.25, 0.0),
(1753, debit, 681, 13.75, 0.0),
(1753, cash, 681, 13.75, 0.0),
(1754, debit, 666, 43.00, 0.0),
(1754, credit, 666, 43.00, 0.0),
(1755, credit card, 197, 64.0, 0.0),
(1756, credit, 134, 26.75, 0.0),
(1756, cash, 134, 26.75, 0.0),
(1757, credit card, 799, 57.0, 0.0),
(1758, credit card, 95, 10.5, 0.0),
(1759, cash, 515, 21.0, 0.0),
(1760, cash, 876, 54.0, 0.0),
(1761, cash, 990, 77.5, 0.0),
(1762, debit, 600, 92.5, 0.0),
(1763, credit, 140, 41.5, 0.0),
(1764, debit, 12, 24.00, 0.0),
(1764, cash, 12, 24.00, 0.0),
(1765, debit, 607, 82.0, 0.0),
(1766, cash, 135, 56.5, 0.0),
(1767, debit, 784, 60.5, 0.0),
(1768, cash, 336, 12.5, 0.0),
(1769, credit, 221, 51.50, 0.0),
(1769, debit, 221, 51.50, 0.0),
(1770, debit, 359, 5.25, 0.0),
(1770, debit, 359, 5.25, 0.0),
(1771, debit, 100, 7.25, 0.0),
(1771, debit, 100, 7.25, 0.0),
(1772, credit, 497, 102.5, 0.0),
(1773, debit, 492, 6.25, 0.0),
(1773, debit, 492, 6.25, 0.0),
(1774, debit, 211, 57.0, 0.0),
(1775, credit card, 936, 13.5, 0.0),
(1776, cash, 924, 40.5, 0.0),
(1777, debit, 460, 67.0, 0.0),
(1778, cash, 381, 69.0, 0.0),
(1779, credit, 768, 23.00, 3.33),
(1779, debit, 768, 23.00, 3.33),
(1779, credit, 768, 23.00, 3.33),
(1780, credit card, 491, 29.5, 0.0),
(1781, credit, 803, 10.5, 0.0),
(1782, debit, 52, 105.0, 0.0),
(1783, debit, 738, 79.5, 0.0),
(1784, debit, 206, 11.5, 0.0),
(1785, cash, 376, 117.5, 0.0),
(1786, debit, 24, 10.10, 2.00),
(1786, credit, 24, 10.10, 2.00),
(1786, cash, 24, 10.10, 2.00),
(1786, cash, 24, 10.10, 2.00),
(1786, debit, 24, 10.10, 2.00),
(1787, cash, 717, 2.30, 2.00),
(1787, debit, 717, 2.30, 2.00),
(1787, debit, 717, 2.30, 2.00),
(1787, debit, 717, 2.30, 2.00),
(1787, credit, 717, 2.30, 2.00),
(1788, credit, 90, 25.0, 0.0),
(1789, debit, 486, 37.50, 0.0),
(1789, debit, 486, 37.50, 0.0),
(1790, cash, 982, 24.00, 0.0),
(1790, credit, 982, 24.00, 0.0),
(1791, cash, 956, 87.0, 0.0),
(1792, credit card, 594, 87.0, 0.0),
(1793, credit card, 570, 102.0, 0.0),
(1794, credit card, 349, 101.0, 0.0),
(1795, credit card, 140, 26.0, 0.0),
(1796, debit, 525, 26.0, 0.0),
(1797, cash, 845, 87.0, 0.0),
(1798, debit, 372, 27.38, 2.50),
(1798, debit, 372, 27.38, 2.50),
(1798, credit, 372, 27.38, 2.50),
(1798, credit, 372, 27.38, 2.50),
(1799, debit, 446, 15.25, 0.0),
(1799, cash, 446, 15.25, 0.0),
(1800, credit card, 670, 13.5, 0.0),
(1801, cash, 961, 12.5, 0.0),
(1802, debit, 87, 40.00, 0.0),
(1802, credit, 87, 40.00, 0.0),
(1803, cash, 299, 60.0, 0.0),
(1804, cash, 478, 20.0, 0.0),
(1805, debit, 754, 40.00, 0.0),
(1805, cash, 754, 40.00, 0.0),
(1806, cash, 366, 80.0, 0.0),
(1807, credit, 750, 60.0, 0.0),
(1808, debit, 803, 40.00, 0.0),
(1808, debit, 803, 40.00, 0.0),
(1809, debit, 486, 20.0, 0.0),
(1810, debit, 156, 40.00, 0.0),
(1810, debit, 156, 40.00, 0.0),
(1811, credit, 55, 10.00, 0.0),
(1811, cash, 55, 10.00, 0.0),
(1812, credit, 906, 58.75, 0.0),
(1812, credit, 906, 58.75, 0.0),
(1813, cash, 886, 67.50, 0.0),
(1813, debit, 886, 67.50, 0.0),
(1814, cash, 861, 2.50, 2.00),
(1814, cash, 861, 2.50, 2.00),
(1814, cash, 861, 2.50, 2.00),
(1814, cash, 861, 2.50, 2.00),
(1814, debit, 861, 2.50, 2.00),
(1815, cash, 772, 100.0, 0.0),
(1816, cash, 530, 7.25, 0.0),
(1816, debit, 530, 7.25, 0.0),
(1817, cash, 834, 4.75, 0.0),
(1817, cash, 834, 4.75, 0.0),
(1818, cash, 606, 25.17, 3.33),
(1818, cash, 606, 25.17, 3.33),
(1818, cash, 606, 25.17, 3.33),
(1819, cash, 963, 7.0, 0.0),
(1820, cash, 699, 61.5, 0.0),
(1821, debit, 867, 109.5, 0.0),
(1822, debit, 981, 63.5, 0.0),
(1823, credit card, 902, 29.0, 0.0),
(1824, debit, 102, 98.0, 0.0),
(1825, debit, 70, 7.25, 0.0),
(1825, credit, 70, 7.25, 0.0),
(1826, credit, 332, 48.00, 0.0),
(1826, cash, 332, 48.00, 0.0),
(1827, cash, 966, 10.5, 0.0),
(1828, cash, 257, 29.5, 0.0),
(1829, credit card, 188, 105.0, 0.0),
(1830, credit card, 478, 29.5, 0.0),
(1831, credit, 825, 9.83, 3.33),
(1831, debit, 825, 9.83, 3.33),
(1831, debit, 825, 9.83, 3.33),
(1832, cash, 730, 72.0, 0.0),
(1833, credit card, 856, 28.5, 0.0),
(1834, cash, 637, 8.50, 0.0),
(1834, debit, 637, 8.50, 0.0),
(1835, debit, 428, 10.5, 0.0),
(1836, cash, 318, 15.00, 2.00),
(1836, credit, 318, 15.00, 2.00),
(1836, debit, 318, 15.00, 2.00),
(1836, debit, 318, 15.00, 2.00),
(1836, debit, 318, 15.00, 2.00),
(1837, cash, 58, 16.0, 0.0),
(1838, cash, 478, 29.5, 0.0),
(1839, cash, 544, 13.5, 0.0),
(1840, debit, 829, 57.0, 0.0),
(1841, debit, 664, 13.5, 0.0),
(1842, cash, 211, 9.25, 2.50),
(1842, debit, 211, 9.25, 2.50),
(1842, debit, 211, 9.25, 2.50),
(1842, cash, 211, 9.25, 2.50),
(1843, credit card, 762, 78.0, 0.0),
(1844, credit card, 568, 76.5, 0.0),
(1845, debit, 28, 4.17, 3.33),
(1845, credit, 28, 4.17, 3.33),
(1845, cash, 28, 4.17, 3.33),
(1846, cash, 791, 7.25, 0.0),
(1846, debit, 791, 7.25, 0.0),
(1847, credit card, 512, 29.0, 0.0),
(1848, credit, 932, 80.0, 0.0),
(1849, cash, 570, 38.25, 0.0),
(1849, debit, 570, 38.25, 0.0),
(1850, cash, 612, 126.0, 0.0),
(1851, debit, 32, 14.5, 0.0),
(1852, credit card, 500, 12.5, 0.0),
(1853, credit card, 21, 93.5, 0.0),
(1854, cash, 131, 94.5, 0.0),
(1855, credit, 933, 87.0, 0.0),
(1856, debit, 916, 6.75, 0.0),
(1856, cash, 916, 6.75, 0.0),
(1857, cash, 367, 88.5, 0.0),
(1858, credit card, 275, 10.5, 0.0),
(1859, credit, 268, 30.00, 0.0),
(1859, credit, 268, 30.00, 0.0),
(1860, debit, 29, 10.5, 0.0),
(1861, credit card, 248, 11.5, 0.0),
(1862, credit card, 266, 93.5, 0.0),
(1863, credit, 390, 10.50, 0.0),
(1863, cash, 390, 10.50, 0.0),
(1864, debit, 932, 48.0, 0.0),
(1865, cash, 894, 83.0, 0.0),
(1866, cash, 15, 69.0, 0.0),
(1867, credit card, 552, 11.5, 0.0),
(1868, cash, 337, 4.0, 0.0),
(1869, credit, 136, 13.5, 0.0),
(1870, cash, 409, 73.0, 0.0),
(1871, cash, 874, 83.0, 0.0),
(1872, credit card, 985, 62.5, 0.0),
(1873, credit card, 532, 96.0, 0.0),
(1874, debit, 453, 12.50, 0.0),
(1874, credit, 453, 12.50, 0.0),
(1875, debit, 216, 95.5, 0.0),
(1876, debit, 907, 13.5, 0.0),
(1877, cash, 153, 15.5, 0.0),
(1878, credit, 346, 90.5, 0.0),
(1879, cash, 339, 6.75, 0.0),
(1879, cash, 339, 6.75, 0.0),
(1880, credit card, 277, 126.0, 0.0),
(1881, credit card, 413, 87.0, 0.0),
(1882, credit card, 871, 29.0, 0.0),
(1883, credit card, 527, 104.0, 0.0),
(1884, credit, 6, 40.50, 0.0),
(1884, debit, 6, 40.50, 0.0),
(1885, debit, 454, 66.5, 0.0),
(1886, cash, 467, 41.00, 0.0),
(1886, cash, 467, 41.00, 0.0),
(1887, credit, 461, 51.5, 0.0),
(1888, cash, 358, 57.0, 0.0),
(1889, cash, 804, 77.5, 0.0),
(1890, credit card, 419, 72.5, 0.0),
(1891, credit, 354, 77.0, 0.0),
(1892, cash, 601, 24.88, 2.50),
(1892, credit, 601, 24.88, 2.50),
(1892, cash, 601, 24.88, 2.50),
(1892, cash, 601, 24.88, 2.50),
(1893, credit card, 125, 30.5, 0.0),
(1894, debit, 213, 45.50, 0.0),
(1894, cash, 213, 45.50, 0.0),
(1895, cash, 860, 10.00, 2.00),
(1895, cash, 860, 10.00, 2.00),
(1895, credit, 860, 10.00, 2.00),
(1895, credit, 860, 10.00, 2.00),
(1895, cash, 860, 10.00, 2.00),
(1896, cash, 935, 87.5, 0.0),
(1897, cash, 368, 14.00, 0.0),
(1897, credit, 368, 14.00, 0.0),
(1898, debit, 698, 58.75, 0.0),
(1898, cash, 698, 58.75, 0.0),
(1899, cash, 935, 14.5, 0.0),
(1900, debit, 470, 7.25, 0.0),
(1900, cash, 470, 7.25, 0.0),
(1901, credit, 721, 44.25, 0.0),
(1901, debit, 721, 44.25, 0.0),
(1902, cash, 550, 38.50, 0.0),
(1902, debit, 550, 38.50, 0.0),
(1903, credit, 232, 103.0, 0.0),
(1904, cash, 217, 14.5, 0.0),
(1905, credit card, 894, 14.5, 0.0),
(1906, credit card, 631, 88.5, 0.0),
(1907, credit card, 250, 31.5, 0.0),
(1908, cash, 259, 28.50, 0.0),
(1908, debit, 259, 28.50, 0.0),
(1909, debit, 17, 70.0, 0.0),
(1910, debit, 783, 12.5, 0.0),
(1911, debit, 374, 13.50, 0.0),
(1911, cash, 374, 13.50, 0.0),
(1912, debit, 556, 22.0, 0.0),
(1913, debit, 956, 121.5, 0.0),
(1914, debit, 210, 70.5, 0.0),
(1915, debit, 216, 29.33, 3.33),
(1915, debit, 216, 29.33, 3.33),
(1915, cash, 216, 29.33, 3.33),
(1916, debit, 520, 14.5, 0.0),
(1917, cash, 152, 22.25, 2.50),
(1917, debit, 152, 22.25, 2.50),
(1917, cash, 152, 22.25, 2.50),
(1917, credit, 152, 22.25, 2.50),
(1918, cash, 160, 1.90, 2.00),
(1918, cash, 160, 1.90, 2.00),
(1918, cash, 160, 1.90, 2.00),
(1918, credit, 160, 1.90, 2.00),
(1918, credit, 160, 1.90, 2.00),
(1919, credit, 318, 30.00, 0.0),
(1919, debit, 318, 30.00, 0.0),
(1920, cash, 996, 21.0, 0.0),
(1921, credit card, 837, 4.0, 0.0),
(1922, cash, 293, 76.5, 0.0),
(1923, cash, 718, 71.0, 0.0),
(1924, debit, 827, 28.0, 0.0),
(1925, debit, 310, 64.0, 0.0),
(1926, debit, 10, 26.50, 0.0),
(1926, debit, 10, 26.50, 0.0),
(1927, credit, 122, 107.0, 0.0),
(1928, cash, 952, 21.38, 2.50),
(1928, debit, 952, 21.38, 2.50),
(1928, debit, 952, 21.38, 2.50),
(1928, cash, 952, 21.38, 2.50),
(1929, debit, 158, 88.0, 0.0),
(1930, credit card, 520, 81.0, 0.0),
(1931, cash, 262, 75.0, 0.0),
(1932, debit, 749, 104.5, 0.0),
(1933, debit, 935, 46.75, 0.0),
(1933, debit, 935, 46.75, 0.0),
(1934, debit, 3, 97.0, 0.0),
(1935, credit, 736, 76.0, 0.0),
(1936, cash, 862, 52.5, 0.0),
(1937, debit, 97, 32.5, 0.0),
(1938, credit card, 442, 102.0, 0.0),
(1939, cash, 628, 72.75, 0.0),
(1939, debit, 628, 72.75, 0.0),
(1940, cash, 136, 42.50, 0.0),
(1940, debit, 136, 42.50, 0.0),
(1941, debit, 166, 42.0, 0.0),
(1942, debit, 217, 12.5, 0.0),
(1943, cash, 933, 47.25, 0.0),
(1943, cash, 933, 47.25, 0.0),
(1944, credit, 423, 110.0, 0.0),
(1945, debit, 545, 13.5, 0.0),
(1946, cash, 792, 129.0, 0.0),
(1947, cash, 44, 10.5, 0.0),
(1948, cash, 108, 20.0, 0.0),
(1949, debit, 852, 10.50, 0.0),
(1949, debit, 852, 10.50, 0.0),
(1950, debit, 124, 8.40, 2.00),
(1950, debit, 124, 8.40, 2.00),
(1950, debit, 124, 8.40, 2.00),
(1950, cash, 124, 8.40, 2.00),
(1950, debit, 124, 8.40, 2.00),
(1951, credit, 598, 25.0, 0.0),
(1952, cash, 939, 18.50, 3.33),
(1952, cash, 939, 18.50, 3.33),
(1952, credit, 939, 18.50, 3.33),
(1953, debit, 990, 6.25, 0.0),
(1953, credit, 990, 6.25, 0.0),
(1954, credit card, 231, 10.5, 0.0),
(1955, cash, 468, 10.5, 0.0),
(1956, debit, 310, 13.80, 2.00),
(1956, debit, 310, 13.80, 2.00),
(1956, cash, 310, 13.80, 2.00),
(1956, cash, 310, 13.80, 2.00),
(1956, debit, 310, 13.80, 2.00),
(1957, credit card, 872, 5.0, 0.0),
(1958, cash, 428, 13.5, 0.0),
(1959, cash, 760, 128.0, 0.0),
(1960, credit card, 166, 14.5, 0.0),
(1961, credit, 409, 38.0, 0.0),
(1962, debit, 126, 104.5, 0.0),
(1963, credit, 366, 75.0, 0.0),
(1964, debit, 80, 14.5, 0.0),
(1965, credit, 683, 40.5, 0.0),
(1966, debit, 993, 14.5, 0.0),
(1967, cash, 63, 16.75, 0.0),
(1967, debit, 63, 16.75, 0.0),
(1968, debit, 546, 19.20, 2.00),
(1968, debit, 546, 19.20, 2.00),
(1968, cash, 546, 19.20, 2.00),
(1968, debit, 546, 19.20, 2.00),
(1968, cash, 546, 19.20, 2.00),
(1969, debit, 754, 20.75, 2.50),
(1969, cash, 754, 20.75, 2.50),
(1969, debit, 754, 20.75, 2.50),
(1969, credit, 754, 20.75, 2.50),
(1970, credit, 102, 3.50, 0.0),
(1970, cash, 102, 3.50, 0.0),
(1971, cash, 181, 24.38, 2.50),
(1971, cash, 181, 24.38, 2.50),
(1971, cash, 181, 24.38, 2.50),
(1971, debit, 181, 24.38, 2.50),
(1972, debit, 832, 22.0, 0.0),
(1973, credit, 126, 104.0, 0.0),
(1974, credit card, 874, 94.5, 0.0),
(1975, credit card, 448, 88.5, 0.0),
(1976, debit, 909, 78.0, 0.0),
(1977, cash, 86, 6.25, 0.0),
(1977, cash, 86, 6.25, 0.0),
(1978, debit, 82, 59.5, 0.0),
(1979, cash, 632, 11.5, 0.0),
(1980, credit card, 750, 46.0, 0.0),
(1981, cash, 392, 74.5, 0.0),
(1982, debit, 457, 39.25, 0.0),
(1982, cash, 457, 39.25, 0.0),
(1983, debit, 361, 89.5, 0.0),
(1984, cash, 276, 50.00, 0.0),
(1984, credit, 276, 50.00, 0.0),
(1985, credit, 434, 47.0, 0.0),
(1986, debit, 248, 12.0, 0.0),
(1987, cash, 882, 34.0, 0.0),
(1988, credit card, 467, 13.5, 0.0),
(1989, credit, 59, 14.5, 0.0),
(1990, credit, 3, 120.5, 0.0),
(1991, debit, 592, 99.0, 0.0),
(1992, credit card, 810, 97.0, 0.0),
(1993, credit card, 144, 92.5, 0.0),
(1994, cash, 122, 87.5, 0.0),
(1995, credit card, 819, 72.5, 0.0),
(1996, credit, 73, 113.5, 0.0),
(1997, cash, 857, 83.0, 0.0),
(1998, credit card, 316, 86.5, 0.0),
(1999, debit, 744, 103.0, 0.0),
(2000, credit, 164, 103.5, 0.0),
(2001, credit, 861, 7.25, 0.0),
(2001, cash, 861, 7.25, 0.0),
(2002, credit, 598, 82.0, 0.0),
(2003, debit, 63, 72.0, 0.0),
(2004, cash, 428, 9.5, 0.0),
(2005, credit card, 216, 99.5, 0.0),
(2006, credit, 847, 7.25, 0.0),
(2006, cash, 847, 7.25, 0.0),
(2007, cash, 477, 39.50, 0.0),
(2007, debit, 477, 39.50, 0.0),
(2008, debit, 574, 79.0, 0.0),
(2009, debit, 11, 9.75, 2.50),
(2009, cash, 11, 9.75, 2.50),
(2009, debit, 11, 9.75, 2.50),
(2009, debit, 11, 9.75, 2.50),
(2010, cash, 82, 81.0, 0.0),
(2011, credit, 495, 7.25, 0.0),
(2011, credit, 495, 7.25, 0.0),
(2012, cash, 436, 10.5, 0.0),
(2013, credit, 161, 60.0, 0.0),
(2014, cash, 114, 80.0, 0.0),
(2015, debit, 144, 10.00, 0.0),
(2015, debit, 144, 10.00, 0.0),
(2016, debit, 405, 80.0, 0.0),
(2017, credit, 621, 100.0, 0.0),
(2018, cash, 103, 5.00, 2.50),
(2018, credit, 103, 5.00, 2.50),
(2018, credit, 103, 5.00, 2.50),
(2018, cash, 103, 5.00, 2.50),
(2019, credit, 396, 6.67, 3.33),
(2019, credit, 396, 6.67, 3.33),
(2019, cash, 396, 6.67, 3.33),
(2020, debit, 197, 80.0, 0.0),
(2021, cash, 376, 40.00, 0.0),
(2021, debit, 376, 40.00, 0.0),
(2022, cash, 571, 80.0, 0.0),
(2023, cash, 662, 33.25, 0.0),
(2023, debit, 662, 33.25, 0.0),
(2024, cash, 710, 83.0, 0.0),
(2025, credit card, 256, 90.5, 0.0),
(2026, cash, 754, 12.5, 0.0),
(2027, debit, 37, 68.5, 0.0),
(2028, cash, 991, 14.5, 0.0),
(2029, credit, 292, 48.00, 0.0),
(2029, cash, 292, 48.00, 0.0),
(2030, debit, 277, 88.5, 0.0),
(2031, credit, 729, 40.5, 0.0),
(2032, cash, 815, 11.50, 0.0),
(2032, debit, 815, 11.50, 0.0),
(2033, credit card, 846, 98.0, 0.0),
(2034, cash, 292, 6.75, 0.0),
(2034, credit, 292, 6.75, 0.0),
(2035, cash, 282, 14.50, 0.0),
(2035, debit, 282, 14.50, 0.0),
(2036, debit, 856, 104.0, 0.0),
(2037, credit, 813, 42.25, 0.0),
(2037, credit, 813, 42.25, 0.0),
(2038, debit, 751, 75.0, 0.0),
(2039, cash, 97, 74.5, 0.0),
(2040, credit card, 779, 25.0, 0.0),
(2041, credit card, 586, 98.5, 0.0),
(2042, cash, 936, 6.75, 0.0),
(2042, debit, 936, 6.75, 0.0),
(2043, debit, 62, 43.33, 3.33),
(2043, debit, 62, 43.33, 3.33),
(2043, cash, 62, 43.33, 3.33),
(2044, debit, 57, 24.75, 0.0),
(2044, debit, 57, 24.75, 0.0),
(2045, cash, 138, 6.17, 3.33),
(2045, cash, 138, 6.17, 3.33),
(2045, credit, 138, 6.17, 3.33),
(2046, cash, 572, 52.5, 0.0),
(2047, credit, 133, 68.0, 0.0),
(2048, debit, 680, 63.0, 0.0),
(2049, credit, 615, 60.0, 0.0),
(2050, cash, 470, 47.0, 0.0),
(2051, credit, 838, 5.00, 2.00),
(2051, cash, 838, 5.00, 2.00),
(2051, debit, 838, 5.00, 2.00),
(2051, credit, 838, 5.00, 2.00),
(2051, credit, 838, 5.00, 2.00),
(2052, cash, 905, 11.50, 0.0),
(2052, debit, 905, 11.50, 0.0),
(2053, debit, 972, 38.75, 0.0),
(2053, cash, 972, 38.75, 0.0),
(2054, credit, 607, 69.0, 0.0),
(2055, cash, 742, 84.0, 0.0),
(2056, debit, 94, 33.00, 0.0),
(2056, credit, 94, 33.00, 0.0),
(2057, debit, 917, 13.50, 0.0),
(2057, debit, 917, 13.50, 0.0),
(2058, credit, 723, 86.5, 0.0),
(2059, cash, 600, 57.0, 0.0),
(2060, credit, 171, 16.75, 2.50),
(2060, cash, 171, 16.75, 2.50),
(2060, debit, 171, 16.75, 2.50),
(2060, debit, 171, 16.75, 2.50),
(2061, cash, 819, 86.0, 0.0),
(2062, credit card, 434, 27.0, 0.0),
(2063, debit, 943, 44.5, 0.0),
(2064, debit, 861, 81.0, 0.0),
(2065, debit, 366, 65.50, 0.0),
(2065, debit, 366, 65.50, 0.0),
(2066, credit, 248, 109.5, 0.0),
(2067, debit, 350, 91.0, 0.0),
(2068, debit, 58, 77.0, 0.0),
(2069, cash, 401, 18.00, 0.0),
(2069, cash, 401, 18.00, 0.0),
(2070, debit, 807, 41.5, 0.0),
(2071, credit, 65, 89.5, 0.0),
(2072, cash, 530, 61.5, 0.0),
(2073, cash, 901, 7.0, 0.0),
(2074, credit card, 289, 14.5, 0.0),
(2075, debit, 210, 71.5, 0.0),
(2076, credit, 492, 11.5, 0.0),
(2077, credit, 635, 12.5, 0.0),
(2078, credit, 318, 10.5, 0.0),
(2079, credit, 626, 81.5, 0.0),
(2080, credit card, 98, 11.5, 0.0),
(2081, credit, 483, 61.0, 0.0),
(2082, cash, 70, 6.00, 0.0),
(2082, cash, 70, 6.00, 0.0),
(2083, debit, 503, 84.5, 0.0),
(2084, debit, 619, 23.0, 0.0),
(2085, cash, 854, 40.0, 0.0),
(2086, cash, 522, 81.0, 0.0),
(2087, debit, 123, 14.5, 0.0),
(2088, debit, 184, 89.5, 0.0),
(2089, debit, 948, 4.17, 3.33),
(2089, credit, 948, 4.17, 3.33),
(2089, cash, 948, 4.17, 3.33),
(2090, cash, 176, 14.5, 0.0),
(2091, debit, 950, 27.5, 0.0),
(2092, credit card, 255, 55.0, 0.0),
(2093, credit, 233, 60.0, 0.0),
(2094, debit, 508, 25.25, 0.0),
(2094, cash, 508, 25.25, 0.0),
(2095, credit, 784, 13.5, 0.0),
(2096, cash, 647, 13.5, 0.0),
(2097, cash, 940, 10.50, 0.0),
(2097, debit, 940, 10.50, 0.0),
(2098, credit, 351, 14.5, 0.0),
(2099, debit, 327, 14.0, 0.0),
(2100, credit, 354, 18.20, 2.00),
(2100, cash, 354, 18.20, 2.00),
(2100, debit, 354, 18.20, 2.00),
(2100, cash, 354, 18.20, 2.00),
(2100, cash, 354, 18.20, 2.00),
(2101, debit, 763, 45.50, 0.0),
(2101, credit, 763, 45.50, 0.0),
(2102, debit, 964, 75.5, 0.0),
(2103, credit, 288, 16.75, 0.0),
(2103, debit, 288, 16.75, 0.0),
(2104, debit, 321, 9.5, 0.0),
(2105, credit, 400, 77.5, 0.0),
(2106, debit, 262, 32.5, 0.0),
(2107, cash, 144, 7.25, 0.0),
(2107, debit, 144, 7.25, 0.0),
(2108, cash, 827, 50.5, 0.0),
(2109, credit, 927, 65.0, 0.0),
(2110, credit, 233, 29.0, 0.0),
(2111, cash, 56, 15.5, 0.0),
(2112, debit, 8, 14.5, 0.0),
(2113, credit, 221, 90.5, 0.0),
(2114, credit card, 759, 98.0, 0.0),
(2115, credit card, 540, 29.0, 0.0),
(2116, credit card, 988, 85.0, 0.0),
(2117, debit, 526, 43.75, 0.0),
(2117, cash, 526, 43.75, 0.0),
(2118, cash, 975, 111.0, 0.0),
(2119, cash, 74, 13.5, 0.0),
(2120, credit card, 955, 81.0, 0.0),
(2121, debit, 974, 116.0, 0.0),
